tweet,Compund_Score,Sentiment
Welcome to UNJ Night Talking,0.4588,Positif
"sorry, min, the contents of the student status are the total value of the value of the UNJ",0.5849,Positif
now already login to the web siakad min,0.0,Positif
Official Fis Web Siakad UNJ DIAKSESS MIN,0.0,Positif
bomb filling biodata siakad unj pfft,-0.4939,Negatif
"Friends of Siakad Lecture MPA Student Info UNJ, etc. please visit",0.6597,Positif
"Cingin Siakad Lecture MPA Student Info UNJ, etc. please visit",0.3182,Positif
blnn agustus msh min content biodaga student stone where web,0.0,Positif
Siakad UNJ is already a grand schedule,0.4588,Positif
"Friends of Siakad Lecture MPA Student Info UNJ, etc. Connect",0.4767,Positif
Center tent Advocacy Advocacy Bemunj beside Baak Campus UNJ Friends Siakad Lecture,0.4767,Positif
"Siakad Maba Friends Studying MPA Student Info UNJ, etc.",0.4767,Positif
"Friends of Siakad Lecture MPA Student Info on UNJ, etc.",0.4767,Positif
Siakad UNJ invites a noise,0.0,Positif
Siakadnya again wipe the wc ndre siakad unj waiting for the undip finished uas open ol sandinpr,0.0,Positif
haha until sleeping haha wrong focusing worth opening siakad gbs unj Wednesday June hours,0.5859,Positif
Siakad open schedule,0.0,Positif
Tonight Discuss Schedule Open Siakad Please refer to,0.3182,Positif
lazy to see siakad min mending directly om marino haha unj good night maba hayoo absent,0.5267,Positif
"Min, I got the SIAKAD SNMPTN password",0.0,Positif
"Tomorrow is the socialization of the Bidik Mission, Sis Login Siakad UNJ, how do you",0.0,Positif
serviced the IT Certificate at the afternoon,0.0,Positif
Delete the Double Laku Academic Course in the Faculty of each Department,0.0,Positif
I've tried to fill in the data siakad unj not yet the loading is really,0.0,Positif
"Sis, Maba FIP has tried to log in repeatedly, but the password is wrong",-0.631,Negatif
by batu hehehee,0.0,Positif
Fill in which new student biodata web with the contents of KRS,0.0,Positif
UNJ Sis Open Siakad The Password is wrong then sis,-0.4767,Negatif
Siakad Junijuli Bem Ft UNJ Schedule,0.0,Positif
MABA UNJ is afraid that you will be afraid of being told to log in Siakad wkwkw xD,0.5859,Positif
The password number in them is Cacad Tau Dr.,0.0772,Positif
Stress GGR failed to log in Siakad better fad listening to Mars Hymne UNJ EA,-0.3182,Negatif
Siakad Access Schedule See Student Schedule,0.0,Positif
Pass according to regal number pay ukt also try the lecturer schedule to open siakad,-0.0258,Negatif
"you know, siakad, about SKHUN, turn on the value of Bro Photocopyan, BYK",0.34,Positif
Anjung Fis Fis Floor KTP SKHUN Fill in Siakad Biodata,0.0,Positif
Unj's child is worried that I give you a broken siakad see the login value,-0.4404,Negatif
Akbar Jim gives Sikkad Ujj today,0.0,Positif
Emg yesterday photocopying how much until the stock of stock schedules Siakad,0.0,Positif
"Yes, open Siakad tomorrow Special Schedule for Lecturer Input Value Prepares the Photocopy",0.7783,Positif
KRS Siakad Class Lecturer Enter Mrs. Ati Sumiati,0.0,Positif
SIAKAD UNJ UL schedule,0.0,Positif
Om Jack Maba Siakad UNJ BLM,0.0,Positif
"UNJ SNMPTN Students have not filled in the biodata of Siakad, write the wrong password",-0.4767,Negatif
sorry beforehand I asked about moving students unj accept students to move thank you,0.5859,Positif
UNJ KA I BLM LOGIN SIAKAD,0.0,Positif
Harin Monday Tuesday Siakad Access Lecturer,0.0,Positif
Run Siakad Lecturer Until UNJ OH UNJ AMBURADUL SCHEDULE,0.0,Positif
"yes now I raise me, I'm confused about the list of the issue of the issue",0.1027,Positif
Complete info Siakad Access Schedule,0.0,Positif
"Good evening, IKK Mimin's friend, for the new Siakad schedule info, see yaa",0.7269,Positif
Eh Accept Fb MPA FBS Group Unj UNJ Please Siakad Understand the Bidik Mission Usrnameamp Pass,0.5994,Positif
Son of Unj Malem Sunday Siakad Still Error Hft,-0.4019,Negatif
Join Group MPA FBS UNJ Sana Hook Siakad,0.296,Positif
UNJ Sabar Siakad Student,0.0,Positif
UNJ Sabar Siakad Student,0.0,Positif
"Candidate for the good promise of the system of siakad unj, I will choose it, wkwkwkwk",0.6369,Positif
schedule to open siakad lift June July,0.0,Positif
schedule of opening siakad lifting June June July JULI JULI June June July,0.0,Positif
Schedule of opening Siakad on June lifting June June July,0.0,Positif
UNJ KA KA Fill in the biodata of the biocmisi bidikmisi the password is the username,0.0,Positif
UNJ KA KA Fill Biodata Siakad Bidik Mission of the Password Sis the username,0.0,Positif
advice on Siakad access on Saturday and Sunday Siakad access input biodata freshmen from June July,0.0,Positif
Info on Siakad Access Maba Ussr Registration Number xxxxxx,0.0772,Positif
SIAKAD OPEN SCHEDULE SKRG For devices Schedule Schedule Open Siakad Lift June July,0.0,Positif
"Good morning, how do PLBERS have seen IP freshmen, the contents of the admin",0.4404,Positif
"Naah Turns Brother Adopted Open Siakad How do you see the IP, brother",0.0,Positif
Schedule of opening Siakad lifting June July July lift June June July,0.0,Positif
Mimin Info Playing Siakad Schedule Schedule for Lift Listen,0.2023,Positif
FYI Student UNJ Schedule Opening Siakad Advances June July Adoptive,0.368,Positif
UNJ Good evening Admin graduated SNMPTN UNJ input Siakad how come it's hard,0.3612,Positif
students have patient brother UNJ students patiently can login to Siakad,0.0,Positif
patient students can log in to enter Siakad but still patient,0.0,Positif
Hamdah Siakad UNJ,0.0,Positif
wrong cc tar,-0.4767,Negatif
Input Lecturer in June Cc,0.0,Positif
"UNJ Sis fills the biodata of Siakad, which can't be the transaction number",0.0772,Positif
Siakad UNJ access schedule link,0.0,Positif
lecturer input value on June,0.34,Positif
Siakad UNJ statistics are open,0.0,Positif
Siakad Access Schedule See,0.0,Positif
UNJ UNJ Official Min Maba Login Siakad failed first write the password wrong already bnr,-0.7506,Negatif
how not rush to fill the contents of the biodata siakad schedule and info,0.0,Positif
Registration Number NIM Password transaction number Siakad digit number,0.2263,Positif
UNJ Official UNJ Bom Schedule Open Siakad Maba Yak Password already correct,0.0,Positif
Info on Maba UNJ Fill in Siakad Biodata Username Adl No Registration Password No Transaction Digit,-0.5267,Negatif
Morning Halimuners Pustikom Access Schedule,0.0,Positif
"Min, I login to the password, the password is wrong",-0.4767,Negatif
Siakad Login Maba Usrnm SM Paswrd follow the command please explanation,0.3182,Positif
Siakad bombs are difficult to open min,-0.3612,Negatif
The contents of the Siakad Biodata Username are the password registration no.,0.0,Positif
"Please be patient to open Siakad because of the access to the Faculty of Mathematics and Natural Sciences, UNJ Campus",0.5859,Positif
Please Siakad Maba Login Info Thank you UNJ,0.5859,Positif
UNJ Min Login Web Siakad Unj Username The Password Using Number,0.0772,Positif
UNJ Min Min Password Siakad Make Password from,0.0,Positif
UNJ Min Login Web Siakad Unj Username The Password Using Number,0.0772,Positif
Allah see IP must be extra patient waiting for loading siakad unj,0.0,Positif
lecturer input value on June,0.34,Positif
"UJ Thir Alumni of English Sticks, I hope to calm there aamiin siakad the value has added a bomb",0.5267,Positif
Sophisticated times but unj torture Super Lot Error web students,-0.3071,Negatif
siakad unj try to see you see you glaring,0.0,Positif
UNJ Merger Univ Siakad Forms Joining the Footsteps of an Easy ATM,0.4404,Positif
Siakad UNJ is hard to open the attack of thousands of students like hahaha,0.3818,Positif
minutes see siakad unj matkul already value gamtek physics cave value,0.5859,Positif
siakad trending topic of children's unj ahead of the contents of the KRS see IP,0.0,Positif
"Twitter Discussing Siakad Test Really, the child of UNJ HAHAHA",0.6523,Positif
ask sis input biodata siakad unj passworda where sis,0.0,Positif
"Siakad's record remains chaotic Twitter Discussing Siakad Test Really, the child of UNJ HAHAHAA",-0.4939,Negatif
haha basic child UNJ Turns Siakad smoothly the lecturer special schedule,0.6908,Positif
"Better to discuss I discuss Siakad Twiter Discussion of Siakad Test Really, a child of UNJ HAHAHAA",0.4404,Positif
"Twitter Discussing Siakad Test Really, the child of UNJ HAHAHA",0.6523,Positif
but siakad unj really lots,0.0,Positif
Wait for Siakad kaka kaka holiday using the quotes siakad dot unj dot ac dot id,0.4019,Positif
Lu Kusuma Negara Connect Siakad UNJ,0.0,Positif
Siakad UNJ,0.0,Positif
Campus Picture of the City of Clay Aj Tri takes care of it akwkawkaw Rector of Siakad UNJ,0.4939,Positif
Rector of Siakad UNJ,0.0,Positif
waiting for siakad unj loading the loading is not willing to wait for you,0.0,Positif
waiting for siakad unj loading the loading is not willing to wait for you,0.0,Positif
Mas curious see Siakad UNJ Mas Friend Sohufff,0.6705,Positif
UNJ students try to log in to Siakad what is because the lecturer inputs the scattered auxiliary value,0.34,Positif
Long PPL List Date June,0.0,Positif
list of short semesters in June,0.0,Positif
Already access sall siakad unj fatal bitch error,-0.875,Negatif
SIAKAD ACCESS SCHEDULE ACADEMIC CIVITY UNJ SEE,0.0,Positif
Siakad UNJ FATAL ERROR BITCH,-0.9216,Negatif
Siakad UNJ Difficult Access Brother Happy Connection War,-0.4019,Negatif
Siakad Access Students are encouraged,0.3612,Positif
where is the siakad password,0.0,Positif
UNJ SIAKAD GT Access Schedule,0.4278,Positif
"UNJ Min, Infoin Academic Timeline of SMT, Ama SMT Dpan Yaoia Tutama Siakad and Contents of Nilaithanks",0.0,Positif
Good evening Plbers Mimin Ngasi News of Siakad Rotating See KHS So Pantingin Line,0.4404,Positif
Fill in Siakad's biodata dated August KRS on September,0.0,Positif
academic calendar semester PPL List Siakad Meijuni Verification June like Julinove,0.3612,Positif
Culture of UNJ Reality Children's UNJ Open Siakad Gin Gin Frency,0.0,Positif
Poor MABA UNJ Student already facing difficult access to Siakad,-0.6808,Negatif
accept SNMPTN UNJ Open Siakad Guarantee,0.5574,Positif
Congratulations UNJ Congratulations Enjoying Baak Siakad Layan,0.9042,Positif
Practice IT Free Connecting Pusticom UNJ,0.5106,Positif
Siakad Web List SP Open,0.0,Positif
Siakad's notification can be good database server,0.4404,Positif
"UNJ is already half a century old, Siakad Gin Gin Aje is really rotten",-0.5563,Negatif
No access,-0.296,Negatif
Short Semester Short Complete Web,0.0,Positif
Complete short semester,0.0,Positif
UNJ SIAKAD KRS STUDENTS according to Paying Section take,0.0,Positif
UNJ Pay for more re -registration hours siakad,-0.1027,Negatif
UNJ May May List Mkk Mkdk MKU Lalu Siakad,0.0,Positif
Siakad KRS students according to Paying Section take,0.0,Positif
Pay for more re -list hours siakad,-0.1027,Negatif
May May List Mkk Mkdk MKU Lalu Siakad,0.0,Positif
Call a young man remote Indonesia,0.0,Positif
"Siakad, what are the people you are proud of UNJ",0.4767,Positif
server kai ngelinnya like a siakad unj server,0.3612,Positif
Published a complete Japanese grammar book provided that Gramediagunung Agung Order Online,0.0,Positif
State Installation of Facilities in Access to the Online Polri Online List Like Siakad UNJ Access,0.3612,Positif
Woi Bring Siakad Kitchen Secret Unj Yaahh how about the legislative candidate for the Milu Site Server,0.0,Positif
"The error is kiostix, it's like a siakad, my campus is about Allah",-0.0516,Negatif
Employment of Didik Didik Information is good,0.4404,Positif
Info on the Call for Paper Competition in LKTI Chemical Engineering Week,0.0,Positif
international ambassador scholarships university of west london uk info lengkap,0.0,Positif
asean master scholarships university of nottingham uk info lengkap,0.0,Positif
SPECIAL SPECIALS OF ENGLISH TEACHERS,0.4019,Positif
Had Join UNJ Pusticom,0.296,Positif
Skywalker Pandu Choose Mawapres Achievement Students,0.0,Positif
Pandu Select Student Mawapres Achievement,0.0,Positif
Had joined Pusticom,0.0,Positif
Manage UJ Student Ala Money Feb DFTAR Help Yaa UNJ,0.4019,Positif
The design is cool,0.3182,Positif
Complaints Criticism Siakad Pusticom Salur Pusticom Acid,-0.6808,Negatif
TemanTemen followed the select Carek UNJ entrusted Siakad Online UNJ,0.2023,Positif
"Bookcom Adid, son of Sikkad",0.0,Positif
Maintenance of a Professional Pay Professional Pay,-0.2023,Negatif
Pay graduation sells feb,-0.1027,Negatif
To email the Correspondence Media Pusticom UNJ,0.0,Positif
Had Join Complete Pusticom,0.296,Positif
Actually Sosmed Underlying Unj Wkwkwk,0.0,Positif
"You play Friendster Mall, fortunately I played Social Siakad UNJ wkwkwk",0.5859,Positif
siakad unj tai log in is difficult,-0.3612,Negatif
UNJOOH UNJ can't park or not Siakad Aj Esmosi Duay,0.0,Positif
open siakad unj gapake waiting for iOS,0.0,Positif
Ouch Univ Zz Telkom Undip Kek Siakad UNJ UI,0.0,Positif
Telkom Undip Kek Siakad UNJ UI Cahervi Siakad Types of Concurrent Type,0.0,Positif
Siakad UNJ UI Types of Siakad Confused Types of Eating Course,-0.3182,Negatif
"Tomorrow, I will be a smooth tumben siakad unj smoothly",0.0,Positif
"Semester holidays are really short, Garagara takes care of Siakad UNJ",0.7003,Positif
smooth sis but in the afternoon siakad unj stops the problem,-0.6652,Negatif
"already not tap siakad smoothly, God willing, Dtng Pamphlet Ud UdaPa Bhm ACC times",0.2732,Positif
Eh Goblok Open Siakad Dlu Bru Talking Hot Date Feb Fill Krs Ayooo Maximum,0.0,Positif
sleep stalker siakad unj eeeaaaakkk,0.0,Positif
actually open siakad unj test mental guts test,0.0,Positif
uj just info siakad already change the course wrong not filling krs min,-0.4767,Negatif
haha syibuk uncle lg tight om haha siakad unj shock unyuunyuubiyuuuu,0.5267,Positif
Aje Warung Poon Fipwkwkrt Aje Terong Siakad Ujad Uj Unyuunyuyuuuuuu Kpada Student,0.0,Positif
Emg Bom filling KRS Siakad UNJ SUBMUTUYUYUUBIYUUU STUDENT,0.0,Positif
Siakad UNJ SUBMINYUYUUBIUUUU Student Fill in KRS Error,-0.4019,Negatif
UNJ ZZZZ actually fills the KRS date until the date of the Siakad account is actually,0.0,Positif
Support the Rector of the Program Good Siakad Tuju,0.6808,Positif
Practice the group fee for group leader of the UNJ Pusticom List Class,0.0,Positif
adopted students participate in practicing libracy must participate in training,0.0,Positif
Fill in KRS SMT long on February Cancel KRS on February Schedule Open Siakad Free,0.3182,Positif
Fill in the KRS Fill in the current Siakad limit Log in Fill in February,0.0,Positif
udh septiana yes slag,0.4019,Positif
Cancel Information KRS Date Feb,-0.25,Negatif
Cancel Information KRS Date Feb,-0.25,Negatif
new information on channeling krs long feb,0.0,Positif
Cancel Information KRS Date Feb,-0.25,Negatif
Cancel Information KRS Date Feb,-0.25,Negatif
new information on channeling krs long feb,0.0,Positif
Pusticom,0.0,Positif
Filling KRS Access Siakad Cancel KRS February Info Advocacy BEM UNJ,-0.25,Negatif
angry bangrt I UNJ Pay Services Puskom Entering the semester of Siakad Error Lot,-0.7506,Negatif
I UNJ Paid Serving Puskom Entering the semester of Siakad Error Lot Asem,-0.4019,Negatif
but please calm down patiently smoothly kmbli access siakad canceling krs can get access on feb,0.7096,Positif
gt gt tpunj hrp calm down patiently smooth kmbl access siakad cancel cont,0.5423,Positif
YABA SIAKAD UNJ ERROR MULUKAMPRET DAH,-0.4019,Negatif
siakad unj error is grandiose,-0.4019,Negatif
Ilan stress with the lid of the siakad mimin,-0.4215,Negatif
not yet filled in KRS Om Pepen Siakad UNJ,0.0,Positif
sad oh siakad oh siakad allhail siakad unj,-0.4767,Negatif
UNJ MIN SIAKAD LONG,0.0,Positif
siakad unj pegimana ip change haha gpp deh mah,0.4588,Positif
no need to study the enemy of the enemy of the enemy of the student at the siakad holiday,-0.875,Negatif
enemy of abadi students of students unj holiday siakad,-0.2023,Negatif
Hot Bats Lecturer Input Value Date Jnuari Access siakad unj clay nlai contents KRS on January,0.34,Positif
UNJ Lecture How about the contents of KRS I opened Siakad yesterday written Suru following the schedule and Puskom,0.0,Positif
stray siakad unj,0.0,Positif
"Actually, the Siakad access schedule has entered the Min Uhuh ha ha ha ha ha",-0.0793,Negatif
yes miria jo mukti serusann and the contents of the krs siakad already closed unj gembel bgt,0.4019,Positif
seriously and the contents of KRS Siakad have closed unjbel bgt,-0.1779,Negatif
The contents of the KRS Siakad have closed the unj Gembel really,0.0,Positif
UNJ YAHHH SIAKAD LOLA,0.0,Positif
good night how friends fill KRS slowly fast contents siakad again smooth,0.7184,Positif
"Can you open Siakad, why do you make a student input Tabi UNJ",0.0,Positif
Info Open Siakad Error Mulu Unj Uj Info Minul Post,-0.4019,Negatif
Hopefully Siakad Barumhasisan Stress Min Official Chairperson of the Deputy BEM UNJ,-0.0258,Negatif
children of unj clock gin literate access siakad wkwk,0.0,Positif
siakad unj bnr bsa dgiain lolaaaaaaa,0.0,Positif
UNJ Info Lecturer Limits Input Value January January Access Siakad Clay KRS Contents Value Date January,0.5859,Positif
ciaa hahaha siakad unj like but I'm waiting for me to need,0.4678,Positif
"Yuhuuuu, wait for you, siakad UNJ like but I'm waiting for me to need",0.1901,Positif
siakad unj like but I'm waiting for me to need,0.1901,Positif
"Ngakak Noer Hey, this UNJ student this night, the night of the Nginguknp sajagaush opens Siakadsiakad Lot Lot Ngangap",0.0,Positif
"Hey, UNJ students, Saturday night, wander, open Siakad Siakad, Lot Ngangap",0.0,Positif
panicked Saturday night because siakad let it use the hashtag,-0.4588,Negatif
there is a result of the contents of KRS Siakad UNJ,0.0,Positif
UNJ Min Fis Schedule Open Siakad Date,0.0,Positif
not hanrt adis lo Msk siakad taiinadisdedee sat jan jan,0.0,Positif
"Tumben Siakad UNJ is very smooth, let's hurry up to fill in KRS",0.0,Positif
hard to open siakad unj oh UNJ,-0.1027,Negatif
"Aamiin, I hope that the Chancellor of Allah, I have the Chancellor of UNJ, I told Mark Zuckerberg to correct Siakad smoothly",0.4404,Positif
GALAU SIAKADGT GT I Rector of UNJ I told Mark Zuckerberg to correct cont,0.4278,Positif
I Rector of UNJ I told Mark Zuckerberg to correct Siakad smoothly like Facebook huft illegal,-0.2732,Negatif
Sabar Siakad UNJ,0.0,Positif
Ihhsiakad Unj Nge Confused in,-0.3182,Negatif
"Gaa Siasia wakes up in the morning opening siakad unj, fill in KRS Lancaarrr, thank God",0.5574,Positif
"yes, siakad tumben, the people of UNJ have already filled out KRS except PGSD FAI",0.4019,Positif
Official UNJ Green Siakad is done in the contents of the Clean Monev Lecturer Angry because of criticism,-0.5423,Negatif
"udh isirt names to fill krs nenghap, understand, enter the code siakad is difficult UNJ UNJ",-0.3612,Negatif
Name Ngisi Krs Nenghap Understandably Entering the Siakad Code Difficult UNJ UNJ,-0.3612,Negatif
Enter the Siakad Code Difficult UNJ UNJ,-0.3612,Negatif
but the contents of the krs mhs siakad january go to the siakad january,0.0,Positif
but the contents of the krs mhs siakad are in January.,0.0,Positif
"Haha, you've been able to numb with Elus Siakad UNJ",0.1531,Positif
Already Menangpu with Elus Siakad UNJ,0.0,Positif
"Good afternoon give info on the contents of KRS while Siakad Lg smoothly, let's go directly",0.4404,Positif
Official Moga Chancellor Siakad UNJ Benah Live the Univ System,0.0,Positif
Mimin itself wants transparency in funds in every activity of UNJ Siakad too,0.0,Positif
Official Chancellor of UNJ Campus Free Emis Pulung Siakad Realine Campus Campus Benah Facilities,0.5106,Positif
Mimin itself wants transparency in funds in every activity of UNJ Siakad too,0.0,Positif
kaga after seeing siam like siakad like unj,0.6124,Positif
UNJ MAN TREM VALUE PARTKI UDH REVISION CEK SIAKAD SKRNG YAHH DATE SIAKAD FIP,0.34,Positif
Wakaka Siam You're Not Unja Siakad Receipt,0.0,Positif
Siam You're Not Unja Siakad Receipt,0.0,Positif
via IV I like the chancellor's order to launch Siakad you know UNJ,0.3612,Positif
Artha SIAKAD ACADEMIC INFORMATION SYSTEM SYSTEM UNJ Fill in the KRS KHS KHS Biodata Self -Old org Situ Online,0.0,Positif
"yes, it's really really hahaa ank unj high school ul siakad already fill in krs dongg nis",0.4019,Positif
Siakad UNJ already ngehitz ngelinnya hahaha yes din haha metyaw,0.8519,Positif
Lutfi Upilloh became president of the year the conditions must open Siakad UNJ HAHHA,0.0,Positif
yaiya login easy matkul century entry,0.4404,Positif
"Siakad smoothly min, the contents of KRS UNJ Gene Open Siakad Ciaan Amad",0.0,Positif
SUJAR SIAKAD UNJ NI,0.0,Positif
UNJ Klw Pay wrong UKT contents KRS Semester Schedule Fill in KRS Siakad Jan,-0.5423,Negatif
"Already logged in, the schedule to play haha, unj, can't open siakad, it's better to open it, it's really smooth using it.",0.8074,Positif
hahah difficult to open siakad children of UNJ until open,-0.3612,Negatif
Siakad Parking Floods etc. Hope the dialogue opens the candidate for the UNJ Chancellor,0.4404,Positif
Siakad smoothly flooded.,0.0,Positif
Siakad Lancaaarr UNJ Flood Hahha,0.0,Positif
"Open Siakad See the results of the morning IP, hopefully good enthusiasm",0.8176,Positif
"Yes, I see Twitter BEM UNJ update, eh, it's really a flood.",0.4019,Positif
Miracles Siakad UNJ Lancaaarrr,0.0,Positif
Really flooding is the flood of Siakad smoothly,0.0,Positif
diligent children unj min siakad unj is difficult to open,-0.3612,Negatif
Siakad Flood UNJ smoothly,0.0,Positif
bobo yaahh man UNJ thanks to sleep Siakad smoothly,0.4404,Positif
Na Danil Train Codain Lombo Lomboan Alhamdulillah,0.0,Positif
thank God,0.5574,Positif
"eval, the contents are unj?",0.0,Positif
ujan deres gt exciting UNJ floods then puskom lelep siakad can't input holidays added until yoi,0.4795,Positif
"already but not yet filling out the UNJ evaluation, it has opened Siakad, bro",0.0,Positif
I broke the virgin siakad unj wkwkwk,-0.4215,Negatif
Min Siakad UNJ is difficult to open,-0.3612,Negatif
yes haha tutoring with confusion ama siakad yak wkwkwkwk lu unj sya,0.5423,Positif
GALAU AMA SIAKAD YAWKWKWK LU UNJ SYA,0.0,Positif
Siakad UNJ Stable Open,0.296,Positif
TemanTeman January Schedule of Siakad UNJ FIP Access Schedule Thank you,0.3612,Positif
accreditation status unj gloomy accreditation status good but gloomy,-0.0644,Negatif
the street of the Chancellor of UNJ is broken in managing Siakad,-0.4767,Negatif
realize mas dhanu campus unj gloomy in managing Siakad access,-0.1531,Negatif
UNJ Campus Gloomy in Managing Siakad Access,-0.1531,Negatif
Siakad see the details of the value of you UNJ,0.34,Positif
"when I saw UNJ when Siakad smoothly gt when I saw it, haha",0.6249,Positif
UNJ Emg Gaktau Cibinong Apesiakad Connect Molo Glue Irma Time but Ditmpt Different Doi Bukahoam,0.0,Positif
smooth min from UNJ when Siakad smoothly gt when I saw Khs gt haha,0.7351,Positif
Petitions of Jakarta State University Performance Level Siakad UNJ via ID,0.0,Positif
Semester Lecture Like Like Hell TT,-0.1531,Negatif
"see the minute IP, but login loading for days forgiveness, siakad unj lt",0.3919,Positif
Thank you siakad unj sleep late morning lt,0.3612,Positif
the prospective chancellor of the wrong proker is deleted for siakad unj I choose,-0.4767,Negatif
"That's all the info siakad UNJ, I hope to be patient with Siakad Maba, enjoy the sensation",0.7269,Positif
Open a neighbor group info siakad unj easy info help friends freshmen,0.8271,Positif
see flood jakarta siakad unj,0.0,Positif
Bamboo Pustikom Bagicom Bedikom Increased Banwich TP Stay Awe Sadah Moga Unj,0.2732,Positif
Ogy Min Unj Official Siakad Press Inner Student Translucent Siakad Oath Access,0.0,Positif
"Siakad is difficult to access already paying money next semester, how about UNJ",-0.3612,Negatif
hahaha hundred students of UNJ Dadak Marioteguhable EKEK IP Siakad,0.5574,Positif
wkwk brearti siakad unj only yakk,0.0,Positif
"Harry, open Min Uj Met Magrib, who can open the Siakad to see the IP",0.0,Positif
"I don't have the initiative to add a server, Yak Yaap, you are surprised",0.2263,Positif
yes maintenance times yakbengsyek is really a bukakakakakak tai hack unj php taik siakad account,0.4019,Positif
Weve Gin Semester Ros Congratulations Favors Children's Unj wkwk open siakad unj really really attract veins,0.839,Positif
Congratulations on the favors of UNJ children wkwk open siakad unj really really attract veins,0.839,Positif
Open Siakad UNJ is really pulling the vein,0.0,Positif
Very holiday to think about siakad unj unjun change try,0.4576,Positif
schedule to open siakad hmm keep fighting,-0.3612,Negatif
Jakarta State University Level of Siakad UNJ Via ID,0.0,Positif
the condition of siakad unj see ip kah,0.0,Positif
UNJ SIAKAD SIAKAD UNJ,0.0,Positif
wkwk Buahhahhhakhakhak hundred students of UNJ Dadak Marioteguhable EKEK IP Siakad,0.0,Positif
so ziaku from hot access siakad unj clay the value of the contents of the krs on Jan,0.34,Positif
Bakar Campus Na Steamless Unj Use Access Welcome This Jen Mummy,0.4588,Positif
Get the Unj Bamboo Access Welcome to Walk,0.4588,Positif
Jakarta State University Level of Siakad UNJ Via ID,0.0,Positif
"UNJ Min, Campus, open Siakad where is it fast",0.0,Positif
Jakarta State University Level of Siakad UNJ Via ID,0.0,Positif
Gara Siakad because of hahart risnaw lg troubled times min min mahprt humasbemjbsi flower hehert,-0.4588,Negatif
YGTDH Hundred students of UNJ Dadak Marioteguhable EKEK IP SIAKAD,0.0,Positif
Caacadunj Kabar,0.0,Positif
Prices of hundred students of UNJ Dadak Marioteguhable Check IP Siakad,0.0,Positif
open siakad khs semester hopefully,0.4019,Positif
Siakang has been waiting for KUA Ken quickly graduated from Siakad Eerrww,0.0,Positif
Ken quickly passed UNJ SIAKAD EERRWW INMRSMYWAY WED JAN SUCCESS,0.6633,Positif
Eat the pomegranate pomegranate pomegranate rhumasbemjbsi,0.0,Positif
wow congratulations dt alhamdulillah sister xd humasbemjbsi how is this siakad dilemma,0.8957,Positif
Patience Mas Aminrt Business Stian Miris Min Humasbemjbsi,0.0,Positif
Happy resting off Kakart Tenangg Humasbemjbsi,0.5719,Positif
how is this siakad dilemma calm through,0.1531,Positif
hundred students of UNJ Dadak Marioteguhable EKEK IP Siakad,0.0,Positif
siakad unj lot I see the value,0.34,Positif
hahaha hundred students of UNJ Dadak Marioteguhable EKEK IP Siakad,0.5574,Positif
Penalty KRS Siakad Jan Print List Kls Jan Lecture Febmei,-0.4588,Negatif
Fill in the lecturer grades in December January students open siakad,0.0,Positif
Siakad WIB Access Schedule Siakad Access Free Schedule,0.5106,Positif
wkwk hundred students of UNJ Dadak Marioteguable EKEK IP Siakad,0.0,Positif
bah wkwk hundred students of UNJ Dadak Marioteguable EKEK IP Siakad,0.0,Positif
Whahaha Elo Jangs Ratus Student Unj Dadk Marioteguhable Ence IP Siakad,0.0,Positif
I haven't opened hundreds of UNJ Dadak Marioteguhable students,0.0,Positif
yes pretentiously resent hundred students of UNJ Dadak Marioteguhable EKEK IP Siakad,0.25,Positif
hundred students of UNJ Dadak Marioteguhable EKEK IP Siakad,0.0,Positif
I Min Hundred Students of UNJ Dadak Marioteguhable EKEK IP SIAKAD,0.0,Positif
Success Ipnyart great min Humasbemjbsi holiday eits how the results of the IP are stalked,0.8885,Positif
Eits holidays how the results of the IP are in Siakad,0.3818,Positif
Already a militant really watching siakad from the morning until it is difficult to surrender the tradition of UNJ's children,-0.3612,Negatif
HAHA HAHA SMPE Loyal Clock Appears Fatal Error Deui Ribhatee yaa Siakad Unj Anti Fatal Error,-0.4826,Negatif
Unj students yaa siakad unj anti -fatal error,-0.8176,Negatif
yaa siakad unj anti fatal error,-0.8176,Negatif
"You see from Siakad Dr. Unj Nev, my value is badly dropped dramatically",-0.1779,Negatif
siakad unj crazy kaliye hhh,-0.34,Negatif
Fighting Siakad Semangatt smg values according to hope for the success,0.7783,Positif
Leave Kek Min Woy UNJ smoothly so siakad wait for the lobby to speed up correctly anti -fatal error,-0.8225,Negatif
"Woy UNJ is smoothly siakad, wait for the lobby to speed up the correct anti -fatal error",-0.8126,Negatif
Wan you try to open siakad using anjung open using wifi unj academic portal so the value,0.3976,Positif
different clock siakad clock,0.0,Positif
Never Ending Battle Student UNJ vs Siakad UNJ Semangaaaat,0.2924,Positif
Wahahahahaha Never Ending Battle Student UNJ vs Siakad UNJ Semangaaaat,0.2924,Positif
Halimun RS Open Siakad Access Faster Computers are Wifi UNJ Address,0.0,Positif
haha ilmahaq shucks siakad uny very fast unj jammed jammed jakarta,0.4588,Positif
"Pay for you, Ilmahaq Kampret Siakad, UNY, is very fast, unj jammed Jakarta",-0.1027,Negatif
Kampret Siakad UNY is very fast at the jams of Jakarta,0.0,Positif
haha yes amiin tiati entered unj tar kill and siakad aminnn hope the teacher wkwkwk ma'am,0.4404,Positif
Sn oh so I can not,0.0,Positif
